Paper Title ,Abstract,Review Text,Review Type
Performance comparison of QuantiFERON-TB Gold In-Tube and QuantiFERON-TB Gold Plus in detecting Mycobacterium tuberculosis infection among HIV patients in China,"Introduction
No direct comparative study assessing QuantiFERON-TB Gold In-Tube (QFT-GIT) and QuantiFERON-TB Gold Plus (QFT-Plus) for Mycobacterium tuberculosis infection among persons living with HIV (PLHIV) in China has been conducted.

Methods
Simultaneous QFT-GIT and QFT-Plus tests were conducted on PLHIV in a prison hospital. Positivity and negativity results from both assays were compared, and their diagnostic agreement was assessed.

Results
A total of 232 PLHIV individuals were included in this study. Among them, 57 patients (24.6%) and 56 patients (24.1%) were diagnosed with Mycobacterium tuberculosis infection based on QFT-GIT results and QFT-Plus, respectively. The overall agreement between the two assays was 98.3%, with a Cohen’s kappa value of 0.954. Consistency rates were observed between QFT-GIT plus, QFT-Plus TB1 and TB2 with QFT-GIT were 98.3%, 97.4% and 97.8%. The IFN-γ levels measured in QFT-GIT were found to surpass those in QFT-Plus TB1 (P = 0.04), while the difference compared to QFT-Plus TB2 exhibited a marginal trend (P = 0.134). Among the subgroup of 52 individuals who underwent dual QFT-GIT tests, a significant proportion of 23.1% (12 individuals) experienced a change in their QFT-GIT results, transitioning from a positive to a negative outcome.

Conclusions
The diagnostic performance of QFT-GIT and QFT-Plus for Mycobacterium tuberculosis infection among PLHIV with relatively higher CD4 counts was found to be comparable. Additionally, our investigation revealed that irrespective of the treatment regimen, whether it involved chemotherapy or immunotherapy, preventive Mycobacterium tuberculosis infection interventions among PLHIV consistently led to a reduction in IFN-γ levels.","Basic reporting
Line 115: Mycobacterium Vaccae >> Mycobacterium vaccae
Line 124: Mycobacterium tuberculosis >> Mycobacterium tuberculosis italicize species names. Do these throughout the entire manuscript

Line 218: A review and meta-evaluation revealed a 1.3% increase in sensitivity for QFT-Plus compared to QFT-GIT. Authors need to specifically mention whether the review and meta-evaluation were done in China? Because they indicated that this is the first of such studies in China.

Line 278: In conclusion, the diagnosis performance of QFT-GIT and QFT-Plus across PLHIV with relatively higher CD4 count for Mycobacterium tuberculosis infection was comparable >> In conclusion, the diagnostic performance of QFT-GIT and QFT-Plus for detecting Mycobacterium tuberculosis infection among PLHIV with relatively higher CD4 counts was comparable.

Experimental design
The original primary research's aims follow within the journal's scope.
The research question is well-defined, relevant & meaningful. The authors stated how their research fills an identified knowledge gap. The authors demonstrated that they have performed rigorous investigations to a high technical and ethical standard.

The authors described methods with sufficient detail and information to replicate.

Validity of the findings
The authors demonstrate impact and novelty in this study.

Conclusions are well-stated and linked to the original research question.",Authentic
A proof-of-concept point-of-care test for the serodiagnosis of human amebic liver abscess,"Background
Amebic liver abscess (ALA), caused by an extraintestinal invasion of the virulent protozoan Entamoeba histolytica, is important among parasitic causes of morbidity and mortality, especially in the tropics. Clinical symptoms, medical-imaging abnormalities of the liver and serological tests are normally made for supportive diagnosis. Serum-based enzyme-linked immunosorbent assay (ELISA) has been conventionally used for diagnosing ALA but is time-consuming and sophisticated equipment is required. Therefore, we sought to develop a new and rapid innovative point-of-care immunochromatographic test (ICT) that can use whole blood as an alternative to serum-based ELISA. An ICT tool using simulated whole-blood samples was developed for immunoglobulin G antibody detection, and its diagnostic efficiency was evaluated in comparison with serum-based ELISA.

Methods
Both methods were tested to assess their diagnostic performance using a total of 253 serum samples. These came from ALA patients (n = 13), healthy individuals (n = 40), and patients with other diseases (n = 200).

Results
Amebiasis-ICT exhibited 100% (95% confidential interval (CI) [75.3–100.0]) sensitivity and 97.1% (95% CI [94.1–98.8]) specificity, whereas ELISA gave the same sensitivity (100% 95% CI [75.3 –100.0]) and slightly lower specificity (95.8% 95% CI [92.5–98.0]). There were no significant differences in sensitivity and specificity between the two tests (Exact McNemar’s test; p > 0.05), with Cohen’s kappa agreement 96.44% (κ-value = 0.771, p < 0.001) indicating substantial agreement.

Conclusion
This ICT tool using simulated whole-blood samples has a high possibility of being used with real whole blood. Therefore, since there is no need to separate serum, this can be considered an innovative diagnostic tool to replace serum-based ELISA in clinics and field surveys in remote areas where medical facilities are limited.","Basic reporting
I am not native speaker; therefore I am not considered myself an authority to correct the language.
The introduction and the backgrounds are short, but they contain the necessary information to introduce the need and description of the study.
It accomplished with the Peer J. standards
It only contains one figure. It is well described, and I consider is enough to describe the design of the lateral flow system.

The authors dont mention clearly the source of the EhHK9 strain

Experimental design
This work covers topics related to health science and I consider it covers the scope of the journal.
The authors highlight the relevance of the research as they describe the need of having the development of the CT platform necessary for the diagnostic of ALA, which is a neglected disease in undeveloped countries.
The author presents the complete results without hiding any of them that can compromise the final development and commercialization of the platform.
The methods describe in detail the components of the CT platform, with the specification to obtain replicates.

Validity of the findings
The study present original results, it is not replication or any other study.
The authors present the data that support the study. They report that the total number of samples analyzed are 253, out of them, 13 are positive to ALA. I consider this number is mall and from this mall number they don’t report false positives, and 40 negative samples that also don’t present false negatives.

When they present the false positives using clinical samples from other diseases, in most of the cases they are positive for ELISA and ICT platform. These results imply that the results are inherent to the ICT, as the cross reactivity is the most common problem in this type of samples.
Based on the above observations, I consider that the conclusions where they claim that CT platform is the sero diagnostics of ALA are risky. Even if it is correct for a sero diagnostics of amebiasis, it is necessary to contrast with the clinic information of the patient to discriminate amebiasis vs. ALA.

Additional comments
Based on the sample size and the results obtained, I suggest changing the title, even when it is innovative, I consider is still a proof of concept of the sero diagnostics platform.
By definition the Amebic liver abscess (ALA) is a severe extraintestinal manifestation caused when pathogenic trophozoites of E. histolytica disseminate to the liver, at this point the CT platform does not discriminate if the antibodies produced in the patients correspond to this type of infection or they correspond to another clinical manifestations of the disease. It is is necessary to include the clinical studies and the image analyses.",Authentic
Skin microbiota variation in Indian families,"Background
In India, joint families often encompass members spanning multiple generations cohabiting in the same household, thereby sharing the same ethnicity, genetics, dietary habits, lifestyles, and other living conditions. Such an extended family provides a unique opportunity to evaluate the effect of genetics and other confounding factors like geographical location, diet and age on the skin microbiota within and between families across three generations.

Methods
The present study involved seventy-two individuals from fifteen families from two geographical regions of Maharashtra, India. The 16S rRNA sequencing of V3–V4 regions was performed and the generated taxonomic profiles were used for downstream analysis.

Results
Our study highlights a significant difference in community composition (beta diversity) between families (PERMANOVA; p = 0.001) and geographical locations (p = 0.001). We observed geographical location-wise differences in the relative abundances Staphylococcus in the families from Pune (Wilcoxon test, p = 0.007), and Bacillus in the Ahmednagar families (Wilcoxon test, p = 0.004). When within and between-family comparisons of skin microbiota composition were carried out between different generations (G1–G2, G2–G3, and G1–G3); we observed skin microbiota tended to be more similar within than between families but this difference was not significant.

Conclusion
This study underscores the diversity and commonalities in skin microbiota composition within and between families. Our result suggests that geographical location is significantly associated with the genus composition of skin microbiota, which is quantitatively unique for a family and likely explained by co-habitation.

","Basic reporting
The introduction provides a solid background, but the rationale for choosing multi-generational families specifically could be further emphasized, especially regarding why this model is particularly valuable for studying skin microbiota.

Sharing of metadata related to the sequencing results could be beneficial for transparency

provide figures of better quality

Experimental design
A more explicit discussion of the limitations due to the sample size (i.e., families with only one grandparent or sibling) could be addressed earlier in the paper. This would manage expectations about the study's power and generalizability

Further detail on how potential biases during sample collection (e.g., temperature changes, collection timing) were minimized could add rigor to the methodology

Validity of the findings
How do these results contribute to global understanding, particularly given the Indian population's unique lifestyle factors?

While the authors mention the limitation of sample size, more robust discussion around the implications of not having more genetically diverse or unrelated family members within the cohort would be useful.

Additional comments
While the manuscript is well-structured and contributes to the understanding of skin microbiota in Indian families, addressing the above points regarding methodology clarity and better highlighting the findings would strengthen the paper further.",Authentic
"A novel microbial agent reduces soil paclobutrazol residue, enhances enzyme activities and increases Ophiopogon japonicus production","
Background
Ophiopogon japonicus (O. japonicus) is a versatile plant valued for its medicinal, food, and ornamental properties. Its cultivation often involves the excessive use of paclobutrazol, leading to a series of environmental and agricultural problems such as soil contamination, nutrient depletion, and safety risks. However, there is currently no effective solution.

Methods
Based on a novel microbial agent, Micrococcus yunnanensis strain HY001 (MYSH), field experiments were conducted in the main production area of O. japonicus. Soil paclobutrazol residue, soil enzyme activities, and the yield and dry matter ratio of O. japonicus were measured. Hierarchical partitioning (HP) was used to identify the relative importance of different variables, and partial least squares path modeling (PLS-PM) was applied to elucidate the mechanisms underlying MYSH’s effects on soil health and crop production.

Results
MYSH significantly reduced soil paclobutrazol residue by 75.18% over five months, compared to a natural degradation rate of 50.72% over a year. Compared to the control group, the MYSH-treated group enhanced soil sucrase activity, soil urease activity, and soil alkaline phosphatase activity, with rates of 47.81%, 46.70%, and 216.66%, respectively. Additionally, MYSH improved O. japonicus productivity, with a 94.75% increase in yield and a 17.64% increase in dry matter ratio. HP revealed that MYSH was the primary factor affecting the yield and dry matter ratio of O. japonicus, with relative importance of 47.75% and 42.28%, respectively. The key mechanism was that MYSH degraded soil paclobutrazol residue, which in turn influenced soil sucrase activity, ultimately impacting the yield of O. japonicus (p < 0.05).

Conclusions
This study demonstrates the dual role of MYSH as both an environmental remediation agent and a crop productivity enhancer for the first time. By reducing paclobutrazol residue and enhancing soil health and crop production, MYSH shows great potential for broader application in sustainable agricultural practices. This research highlights the efficacy of microbial agents in addressing agrochemical contamination and promoting sustainable farming, providing a valuable contribution to the development of eco-friendly agricultural solutions.","Basic reporting
Minor revisions have been requested for the manuscript. It is appropriate to publish after revision. Suggestions and corrections are indicated on the text.

Experimental design
good

Validity of the findings
good

Additional comments
no comment",Generic
Benchmarking of a time-saving and scalable protocol for the extraction of DNA from diverse viromes,"The virome, composed of viruses inhabiting diverse ecosystems, significantly influences microbial community dynamics and host health. The phenol-chloroform DNA extraction protocol for viromes, though effective, is time-intensive and requires the use of multiple toxic chemicals. This study introduces a streamlined, scalable protocol for DNA extraction using a commercially-available kit as an alternative, assessing its performance against the phenol-chloroform method across human fecal, mouse fecal, and soil samples. No significant differences in virome diversity or community composition were seen between methods. Most viral operational taxonomic units (vOTUs) were common to both methods, with only a small percentage unique to either approach. Alpha- and beta-diversity analyses showed no significant impact of the extraction method on virome composition, confirming the kit’s efficacy and versatility on sample types beyond those officially supported by the manufacturer. While the kit approach offers benefits like reduced toxicity and increased throughput, it has limitations such as higher costs and potential issues reliably capturing low-abundance taxa. This protocol provides a viable option for large-scale virome studies, although the phenol-chloroform approach may still be preferable for specific sample types.","Basic reporting
I have thoroughly reviewed the current work and found no notable differences between it and a previously published study that employs a very similar experimental method and kit to investigate the human virome (https://pubmed.ncbi.nlm.nih.gov/35199035/). The research objectives and methodologies in both studies closely align, raising essential questions about the novelty and contribution of the current findings.

I recommend that the authors introduce and actively discuss their work compared to the previously published study. This discussion should include a detailed comparison of the methodologies used, highlighting similarities and identifying areas where they have built upon or diverged from the earlier research. Such a comparative analysis will help to contextualize their findings within the broader landscape of virome research, enhancing the significance of the current study and providing a clearer understanding of its contributions to the field. Addressing these points will strengthen the manuscript and offer readers a more comprehensive view of the subject matter.

Experimental design
no comment

Validity of the findings
no comment

Additional comments
no comment",Authentic
Effects of tropical fruit blends on fermentative and pigmentation aspects of probiotic native cultured goat milk,"Background
Fruits are sources of bioactive compounds such as phenolics that bring health benefits to consumers. The addition of fruit products and microorganisms with probiotic potential in fermented goat milk can facilitate the acquisition of these benefits through diet. In this sense, the objective of this study was to evaluate the effect of incorporating a mixture of ingredients from jaboticaba (Myrciaria cauliflora), jambolana (Syzygium cumini), and mandacaru (Cereus jamacaru) fruits on fermentation parameters (pH, titratable acidity, viability of the native culture Lactiplantibacillus plantarum CNPC003 and the starter culture), associated with pigmentation (phenolic compound content and color) through experimental mixture design.

Methods
A simplex-centroid experimental design was conducted, comprised of seven trials totaling the addition of 30% of the fruit preparations in the final formulation of fermented milk and one control trial (without addition of preparations), with the response being the total phenolic content and the instrumental color parameter a*. Fermentations were carried out with the addition of the native culture Lactiplantibacillus plantarum CNPC003 and the starter culture Streptococcus thermophilus. Subsequently, analyses of pH, titratable acidity, viability of the native and starter cultures, total phenolic compound content, and the instrumental color parameter a* were performed.

Results
The final pH among trials ranged from 4.55 to 4.69, titratable acidity ranged from 0.59 to 0.64, the population of L. plantarum CNPC003 reached levels exceeding 8 log CFU/g, as did the population of Streptococcus thermophilus. The content of phenolic compounds was higher in trials T1, T5, and T7, as well as the color parameter (a*). The use of experimental mixture design contributed to the development of products with high viability of L. plantarum, high content of phenolic compounds, and a characteristic color of the added fruits, bringing benefits to consumer health.","Basic reporting
In the article titled ""Influence of tropical fruit blends on fermentative parameters and pigmentation in fermented goat milk with potentially probiotic native culture"", it is understood that the effects of 3 different regionally valuable fruits on some quality parameters in goat milk fermented with probiotic microorganisms in combination were studied. For this purpose, Total Phenolic Substance, pH and titratable acidity, color values ​​and the viability of L. plantarum and Streptococcus thermophilus were determined in the product. At the same time, fruit mixtures were determined using the experimental design method.
Although the aim of the study was good, the characteristics of the product could not be fully reflected due to the few quality analyzes performed. Examining the study in terms of total monomeric anthocyanin and in vitro antioxidant activity will add more meaning and enrich the study.

Keywords:
The number of keywords is not sufficient to represent the entire text. Therefore, keywords should be kept broad enough to reflect the entire study (5-6 words may be sufficient).

In Introduction:
“Among these foods, we have fruits (Hern·ndez-Carranza et al., ….” The subject “we” is used in this expression. Care should be taken not to use general expressions with personal subjects.

What is the purpose of combining three different fruits used in the study? It would be useful to mention this in the purpose section.

Experimental design
In Materials and Methods:
The structure of the fruits used in the study also contains anthocyanins, which are flavonoids with antioxidant properties. Total Monomeric Anthocyanin and Antioxidant capacity analyzes will also contribute to the study in terms of how stable the fermented goat milk remains in its structure and how it contributes to antioxidant activity.

Validity of the findings
The conclusion section should be further developed regarding the findings obtained and the advantages of the experimental design method applied.

All underlying data have been provided; they are robust, statistically sound, & controlled.",Authentic
"A new metriacanthosaurid theropod dinosaur from the Middle Jurassic of Yunnan Province, China","Metriacanthosaurid theropods represent a basal-branching lineage of tetanurans. Members of this clade are mainly medium to large-sized and lived in Laurasia during the Middle Jurassic to the Early Cretaceous. In this clade, Sinraptor dongi, Sinraptor hepingensis, and Yangchuanosarus shangyouensis from the Late Jurassic are well represented by the nearly complete specimens, but the incompleteness of Middle Jurassic taxa hinders our knowledge of the origin and early evolution of Metriacanthosauridae. This paper describes a new genus and species of metriacanthosaurids, Yuanmouraptor jinshajiangensis gen. et sp. nov, from the Middle Jurassic Zhanghe Formation of Yunnan Province, China. The new taxon is represented by a cranium and the anterior section of the vertebral column including the complete cervical series and the first dorsal vertebra. Yuanmouraptor jinshajiangensis can be diagnosed based on the following autapomorphies: the anterior process of postorbital sheet-shaped and keeping consistent depth; ventral ramus of postorbital bearing a laterally twisted trough running along its lateral surface; ventral surface of axial intercentrum parallel with that of axial centrum; discontinuity of inclination on anterodorsal margin of the third and fourth cervical vertebrae; strongly posteriorly elongated epipophyses of anterior cervical vertebrae; deeply excavated pneumatic foramina on the third cervical vertebra; sheet-shaped and subrectangular neural spines of posterior cervical vertebrae. Phylogenetic analysis recovers Yuanmouraptor as the most basal-branching member within Metriacanthosauridae and provides a new alternative phylogenetic topology of non-coelurosaurian tetanurans.","Basic reporting
The English has improved—nothing else to comment.

Validity of the findings
This has a significant impact due to the need for a good description of Metriacanthosaurids from China. Congrats again to the authors. The description has improved considerably.

Additional comments
After the revision, the manuscript has significantly improved. I think they follow most of the suggestions of both reviewers, and I think the manuscript should be accepted as is. Congratulations to the authors for their study!",Generic
Using transformers and Bi-LSTM with sentence embeddings for prediction of openness human personality trait,"Understanding human personality traits is significant as it helps in decision making related to consumers’ behavior, career counselling, team building and top candidates’ selection for recruitment. Among various traits, openness is essential as it shows both diverse aspects of sensitive nature or intuitive nature. The individuals having a sensing nature tends to be more practical and prefer to focus on concrete information whereas the users having intuitive trait type is characterized by a focus on abstract ideas, creative thinking and future-oriented perspectives. In this research work, we aim to explore diverse natural language processing (NLP) based features and apply state of the art deep learning algorithms for openness trait prediction. Using standard Myers-Briggs Type Indicator (MBTI) dataset, we propose the use of the latest deep features of sentence embeddings which captures contextual semantics of the content to be used with deep learning models. For comparison, we explore textual features of Frequency-Inverse Document (TF-IDF) and parts of speech (POS) tagging with machine learning models and deep features of word2vec and global vectors for word representation (GloVe) with deep learning models. The comprehensive empirical analysis reveals that TF-IDF used with gradient boosting achieves high accuracy of 90% whereas, the deep feature of sentence embeddings when used and with deep model bidirectional long short-term memory (Bi-LSTM) achieves 90.5% accuracy. The best results have been achieved using the latest Transformer-based DistilBERT, which achieves the highest accuracy of 92% outperforming the existing studies in relevant literature.","Basic reporting
Strength: 1) the study employs a wide range of machine learning (ML) and deep learning (DL) models, including shallow ML, ensemble models, and state-of-the-art architectures like Bi-LSTM and BERT. This comprehensive comparison provides a robust foundation for understanding model performance on personality prediction tasks. 2) Feature engineering is well-executed and compared, incorporating a mix of traditional (TF-IDF, POS tagging) and deep learning (word2vec, GloVe, and sentence embeddings) approaches. This breadth provides comprehensive comparison and understanding.

Weakness: 1) the manuscript provides detailed performance metrics for various models but lacks sufficient explanation or interpretation of the experimental results. This gap limits the reader's ability to understand why certain models perform better than others and what insights can be drawn from these results. 2) The manuscript does not clearly articulate the specific research gap it aims to address. While the study emphasizes applying ML and DL models for predicting the openness personality trait, it fails to specify how this work advances the field beyond existing literature or addresses unresolved questions.


1. The second contribution of this work is “Examination of diverse shallow ML models, ensemble models and advanced DL algorithms like LSTM and Bi-LSTM and transformer-based model BERT."", which seems less convincing given that models like LSTM and BERT are no longer considered cutting-edge. Incorporating Large Language Models (LLMs), such as GPT or LLaMA, as alternatives for embedding generation could provide a more contemporary approach.

2. The English language in this paper requires refinement to enhance clarity and ensure it is easily understood by an international audience. The current phrasing poses challenges to comprehension, with issues such as grammatical errors observed in lines 24–28 and unclear wording in lines 37–40 and 73–75 (Each trait represents a spectrum, with individuals adapting in the degree to which user reveals each trait according to the behavior). Thoroughly proofreading your manuscript is essential to ensure clarity, coherence, and the elimination of errors.

3. Another important point is that in Table 10, reference [38] did not conduct experiments on the MBTI dataset. This raises questions about the source of the reported 87% result and its relevance to the comparison.


4. The relationship between the NS dimension and openness within the Big Five personality framework should be further clarified. In particular, the rationale behind Table 1 requires stronger justification. Linking it to foundational works on MBTI and the conceptualization of openness in the Big Five framework would provide more depth and context.

5. More automatic personality recognition studies should be discussed to provide reader for a more comprehensive contexts. The below are some examples:

[1] Ghassemi, Sina, Tianyi Zhang, Ward Van Breda, Antonis Koutsoumpis, Janneke K. Oostrom, Djurre Holtrop, and Reinout E. de Vries. ""Unsupervised multimodal learning for dependency-free personality recognition."" IEEE transactions on affective computing (2023).

[2] Leekha, Maitree, Shahid Nawaz Khan, Harshita Srinivas, Rajiv Ratn Shah, and Jainendra Shukla. ""VyaktitvaNirdharan: Multimodal Assessment of Personality and Trait Emotional Intelligence."" IEEE Transactions on Affective Computing (2024).

[3] Song, Siyang, Shashank Jaiswal, Enrique Sanchez, Georgios Tzimiropoulos, Linlin Shen, and Michel Valstar. ""Self-supervised learning of person-specific facial dynamics for automatic personality recognition."" IEEE Transactions on Affective Computing 14, no. 1 (2021): 178-195.

[4] Song, Siyang, Zilong Shao, Shashank Jaiswal, Linlin Shen, Michel Valstar, and Hatice Gunes. ""Learning person-specific cognition from facial reactions for automatic personality recognition."" IEEE Transactions on Affective Computing 14, no. 4 (2022): 3048-3065.

[5] Junior, Julio CS Jacques, Yağmur Güçlütürk, Marc Pérez, Umut Güçlü, Carlos Andujar, Xavier Baró, Hugo Jair Escalante et al. ""First impressions: A survey on vision-based apparent personality trait analysis."" IEEE Transactions on Affective Computing 13, no. 1 (2019): 75-95.

**PeerJ Staff Note:** It is PeerJ policy that additional references suggested during the peer-review process should only be included if the authors are in agreement that they are relevant and useful.

Experimental design
The experimental design are generall comprehensive and good

Validity of the findings
no comment

Additional comments
no comment",Authentic
Anticancer drug synergy prediction based on CatBoost,"Background
The research of cancer treatments has always been a hot topic in the medical field. Multi-targeted combination drugs have been considered as an ideal option for cancer treatment. Since it is not feasible to use clinical experience or high-throughput screening to identify the complete combinatorial space, methods such as machine learning models offer the possibility to explore the combinatorial space effectively.

Methods
In this work, we proposed a machine learning method based on CatBoost to predict the synergy scores of anticancer drug combinations on cancer cell lines, which utilized oblivious trees and ordered boosting technique to avoid overfitting and bias. The model was trained and tested using the data screened from NCI-ALMANAC dataset. The drugs were characterized with morgan fingerprints, drug target information, monotherapy information, and the cell lines were described with gene expression profiles.

Results
In the stratified 5-fold cross-validation, our method obtained excellent results, where, the receiver operating characteristic area under the curve (ROC AUC) is 0.9217, precision-recall area under the curve (PR AUC) is 0.4651, mean squared error (MSE) is 0.1365, and Pearson correlation coefficient is 0.5335. The performance is significantly better than three other advanced models. Additionally, when using SHapley Additive exPlanations (SHAP) to interpret the biological significance of the prediction results, we found that drug features played more prominent roles than cell line features, and genes associated with cancer development, such as PTK2, CCND1, and GNA11, played an important part in drug synergy prediction. Combining the experimental results, the model proposed in this study has a good prediction effect and can be used as an alternative method for predicting anticancer drug combinations.","Basic reporting
The study presents a novel approach to predicting anticancer drug synergy using the CatBoost algorithm, leveraging features such as morgan fingerprints and gene expression profiles. The model demonstrated superior performance compared to other methods, and the use of SHAP provided insights into the biological relevance of the predictions.

Experimental design
Methods described lack details. How the new Catboost is constructed is not well defined. No details were provided about data preprocessing. The model selection methods were not adequately described.

Validity of the findings
The manuscript lacks an independent datasets for validation.
is it generic or authentic?",Generic
Autonomous vehicle surveillance through fuzzy C-means segmentation and DeepSORT on aerial images,"The high mobility of uncrewed aerial vehicles (UAVs) has led to their usage in various computer vision applications, notably in intelligent traffic surveillance, where it enhances productivity and simplifies the process. Yet, there are still several challenges that must be resolved to automate these systems. One significant challenge is the accurate extraction of vehicle foregrounds in complex traffic scenarios. As a result, this article proposes a novel vehicle detection and tracking system for autonomous vehicle surveillance, which employs Fuzzy C-mean clustering to segment the aerial images. After segmentation, we employed the YOLOv4 deep learning algorithm, which is efficient in detecting small-sized objects in vehicle detection. Furthermore, an ID assignment and recovery algorithm based on Speed-Up Robust Feature (SURF) is used for multi-vehicle tracking across image frames. Vehicles are determined by counting in each image to estimate the traffic density at different time intervals. Finally, these vehicles were tracked using DeepSORT, which combines the Kalman filter with deep learning to produce accurate results. Furthermore, to understand the traffic flow direction, the path trajectories of each tracked vehicle is projected. Our proposed model demonstrates a noteworthy vehicle detection and tracking rate during experimental validation, attaining precision scores of 0.82 and 0.80 over UAVDT and KIT-AIS datasets for vehicle detection. For vehicle tracking, the precision is 0.87 over the UAVDT dataset and 0.83 for the KIT-AIS dataset.","Basic reporting
The paper focuses on developing a vehicle surveillance system using aerial images, employing a combination of fuzzy C-means (FCM) clustering for segmentation, YOLOv4 for vehicle detection, and DeepSORT for multi-vehicle tracking. Overall, the paper is interesting with detailed comments as follows.

The standards are mostly met. One question:
The significance of segmentation in image preprocessing is not sufficiently explained. A clearer explanation is needed to illustrate why segmentation is a critical step in the proposed system.

Experimental design
The approach is validated on two datasets (UAVDT and KIT-AIS) and demonstrates high precision in vehicle detection.

The standards are mostly met. One question:
The two datasets seem not big. What is the scalability for large-scale traffic scenarios of your proposed pipeline.

Validity of the findings
Key innovations include improved segmentation accuracy via FCM, enhanced vehicle tracking with ID assignment using Speed-Up Robust Features (SURF), and precise trajectory mapping.

The standards are mostly met.

Additional comments
1. The significance of segmentation in image preprocessing is not sufficiently explained. A clearer explanation is needed to illustrate why segmentation is a critical step in the proposed system.
2. The two datasets seem not big. What is the scalability for large-scale traffic scenarios of your proposed pipeline.
3. In Figure 7, why UAVDT and KIT-AIS dataset seem totally same. The detections results are also identical.
4. Can a UAV remain stationary at a single intersection for a period of time? Estimating traffic flow or conditions often requires observations over a defined time window to capture dynamic changes accurately",Authentic
From grit to flourishing: physical literacy’s mediating role in enhancing well-being among college students with obesity,"Objective
To investigate whether physical literacy mediates the relationship between grit and well-being among college students with obesity.

Methods
A total of 385 students with obesity were recruited. Participants completed validated questionnaires measuring grit, physical literacy, and well-being. Mediation analyses were performed to estimate indirect effects and generate bias-corrected 95% confidence intervals (CI).

Results
Grit was positively associated with physical literacy, and physical literacy was positively associated with well-being. Physical literacy partially mediated the relationship between grit and well-being, with the indirect effect accounting for 26.32% of the total effect (indirect effect = 0.20, 95% CI [0.09–0.31]). In a parallel mediation model analyzing the subdimensions of physical literacy, the “interaction with the environment” emerged as the strongest mediator (indirect effect = 0.15, 95% CI [0.10–0.21]), accounting for 19.74% of the total effect. The indirect effects through “motivation” and “confidence and physical competence” were also significant but accounted for smaller proportions of the total effect (6.58% and 5.26%, respectively).

Conclusions
These findings serve as an initial step in understanding how physical literacy, particularly the ability to interact with the environment, partially mediates the relationship between grit and well-being among college students with obesity. Future interventional research aiming to enhance physical literacy—especially environmental engagement—is needed to confirm whether it can amplify the positive impact of grit on well-being. A multifaceted approach that fosters both psychological traits and physical competencies may prove beneficial in improving the psychological and physical health of this population.","Basic Reporting
The manuscript is well-structured and clearly written, with a logical flow from introduction to conclusion. The abstract succinctly summarizes the study's objectives, methods, and key findings. The introduction provides a comprehensive background, justifying the research gap and hypotheses. The methods section is detailed, allowing for reproducibility, and the results are presented clearly with appropriate figures and tables. The discussion contextualizes the findings within existing literature and acknowledges limitations. However, the paper could benefit from a clearer distinction between the study's novel contributions and prior work, particularly in the discussion section.

Experimental Design
The study employs a cross-sectional design to investigate the mediating role of physical literacy in the relationship between grit and well-being among college students with obesity. The use of validated questionnaires (Grit-S, PPLI-SC, and PERMA-Profiler) strengthens the study's reliability. The inclusion of a parallel mediation analysis to examine the subdimensions of physical literacy (motivation, confidence and physical competence, and interaction with the environment) adds depth to the analysis.

However, the study could be improved by:

Longitudinal Design: The cross-sectional nature limits causal inferences. A longitudinal design would better establish temporal relationships.

Objective Measures: Reliance on self-reported data may introduce biases. Incorporating objective measures of physical activity (e.g., accelerometers) and physical competence (e.g., fitness tests) would enhance validity.

Sample Diversity: The sample is limited to students from Guangzhou, China, which may affect generalizability. Including participants from diverse cultural and geographical backgrounds would strengthen external validity.

Validity of the Findings
The findings are internally valid, supported by robust statistical analyses (mediation models with bootstrapping) and careful control of confounding variables. The significant mediation effects align with existing literature on grit, physical literacy, and well-being.

Key strengths include:

The identification of ""interaction with the environment"" as the strongest mediator, highlighting the importance of social and environmental engagement in well-being.

The use of the PERMA model to comprehensively assess well-being, capturing multiple dimensions (Positive Emotion, Engagement, Relationships, Meaning, and Accomplishment).

Limitations affecting external validity:

The study's focus on obese college students in China may limit generalizability to other populations or cultural contexts.

The reliance on self-reported data may not fully capture the constructs of interest.

Additional Comments
Cultural Context: The discussion of collectivist cultural norms is insightful but could be expanded. For example, how might these norms specifically influence the development of grit and physical literacy in Chinese students?

Practical Implications: The suggestions for campus-based interventions are valuable. However, more specific recommendations (e.g., types of group activities, frequency) would be helpful for practitioners.

Future Research: The call for longitudinal studies is appropriate. Additionally, exploring potential moderators (e.g., social support, mental health) could provide a more nuanced understanding of the mechanisms involved.

Overall Recommendation
The manuscript makes a valuable contribution to understanding the interplay between grit, physical literacy, and well-being in college students with obesity. With minor revisions (e.g., addressing limitations, clarifying practical implications), it would be suitable for publication. The study advances the field by highlighting the mediating role of physical literacy and the importance of environmental interaction.",AI Generated
